,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Portable),Generator,Grey / Black Water Tanks,Heater / Furnace,Inverter,Refrigerator,Roof Fan,Roof Rack,Shower (Outdoor),Sink,Solar,Toilet,USB port,Water Heater,Water Pump,Fresh Water Tank (Built-in),Shower (Indoor),Stove,Towing Package,Heated seats,Offroad Lights,Awning,Cooler,Offroad Tires,Security System,Suspension Mods,Tow Winch,Oven,Propane,Skylight,Bike Rack,Child Seat,Microwave,TV,Shower,Fuel (Code)
231,4X4 Mercedes Sprinter - Brand New Late 2020 Build,135000.0,"Culver City, California, United States",2020,Sprinter,10000.0,4WD,Clean,Automatic,Gasoline,18.009009,170.0,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
232,Custom Transit 250 Camper Van,49500.0,"West Bloomfield Township, Michigan, United States",2015,Transit,126000.0,2WD,Clean,Automatic,Gasoline,21.0,148.0,3,3,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2
233,Gorgeous luxury conversion in fully loaded Sprinter.,139900.0,"6631 West Sunset Hills Drive, Highland, Utah 84003, United States",2020,Sprinter,1500.0,2WD,Clean,Automatic,Diesel,15.0,144.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
234,2021 Mercedes-Benz Sprinter 144 HR Adventure Campervan,114900.0,"Arkansas, United States",2021,Sprinter,905.0,2WD,Lien,Automatic,Gasoline,18.009009,144.0,4,4,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
235,Beautiful Modern Deals on Wheels! Ram Promaster 2500,74000.0,"Salt Lake City, Utah, United States",2016,Promaster,16997.0,2WD,Clean,Automatic,Gasoline,19.571429,156.0,2,2,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
236,2016 4x4 Sprinter for the Outdoor Enthusiast,90000.0,"Winston-Salem, North Carolina, United States",2016,Sprinter,32000.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,5,3,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
237,2018 4x4 170” Converted Mercedes Benz Sprinter Van,124888.0,"Franklin, Tennessee, United States",2018,Sprinter,16000.0,4WD,Clean,Automatic,Diesel,19.571429,,2,2,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
238,Fully Loaded 2017 Sprinter High Roof 4X4 170 WB,123500.0,"Salt Lake City, Utah, United States",2017,Sprinter,62400.0,4WD,Clean,Automatic,Diesel,18.009009,170.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
239,Unicorn - 170” EXT 4x4 Dually Sprinter,155000.0,"Binghamton, New York, United States",2018,Sprinter,45000.0,4WD,Lien,Automatic,Diesel,24.0,170.0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1
240,2017 Mercedes Sprinter 4x4 Sale Pending,78000.0,"Atlanta, Georgia, United States",2017,Sprinter,106000.0,4WD,Clean,Automatic,Diesel,19.571429,,2,3,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1
241,1994 Toyota Hiace Super Custom,21500.0,"Nashville, Tennessee, United States",1994,Other,47060.0,AWD,Clean,Automatic,Diesel,18.790219,,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
242,"The Swift Chalet - 2020 FORD TRANSIT, HIGH ROOF. Off-grid.",110000.0,"Toronto, Ontario, Canada",2020,Transit,15500.0,2WD,Clean,Automatic,Gasoline,17.0,,2,2,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
243,2021 Build ready for vanlife!,79000.0,"Loveland, Colorado, United States",2017,Promaster,55666.0,2WD,Lien,Automatic,Gasoline,20.0,159.0,2,2,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
244,2019 Ram Promaster - 4 Season Camper | BATHROOM | AC | HEAT | SOLAR,82000.0,"Grove, Oklahoma, United States",2019,Promaster,51300.0,2WD,Clean,Automatic,Gasoline,24.0,159.0,2,2,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2
245,"SOLD 2021 Ram Promaster 136"" WB 5,000 Miles - SOLD",59500.0,"Kelseyville, California, United States",2021,Promaster,5000.0,2WD,Lien,Automatic,Gasoline,18.009009,136.0,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2
246,2021 NEW Merceds Benz Sprinter 144 Converson,142500.0,"2276 Manatt Court, Castle Rock, Colorado 80104, United States",2021,Sprinter,42.0,2WD,Clean,Automatic,Gasoline,15.0,144.0,2,2,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
247,2017 Mercedes Sprinter 2500 4x4,120000.0,"Los Angeles, California, United States",2017,Sprinter,40000.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,5,2,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1
248,SOLD 2017 Ram Promaster 2500 High Roof 159',60000.0,"Plainview, New York, United States",2017,Promaster,48663.0,2WD,Clean,Automatic,Gasoline,17.0,159.0,2,3,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
249,New Mercedes Sprinter ready for your off grid adventures!,89000.0,"Denver, Colorado, United States",2021,Sprinter,40.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
250,2016 Ram Promaster 2500 Camper Van,25000.0,"Los Angeles, California, United States",2016,Promaster,119085.0,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
251,Artist's Home on Wheels,55000.0,"Woodland Hills, Woodland Hills, California 91364, United States",2013,Sprinter,261000.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,2,3,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
252,"Chevy Express Weekender, Passenger or Conversion…",14999.0,"Old Point Loma lighthouse, 1800 Cabrillo Memorial Dr, San Diego, California 92152, United States",2000,Other,109965.0,2WD,Clean,Automatic,Gasoline,18.009009,,12,3,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2
253,Ford Transit High Roof EcoBoost New Conversion,85500.0,"Santa Cruz, California, United States",2017,Transit,27500.0,2WD,Clean,Automatic,Gasoline,19.571429,148.0,2,3,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
254,"2017 Ram Promaster 2500, 159.",50000.0,"Бруклин, Нью-Йорк, Соединённые Штаты Америки",2017,Promaster,176000.0,2WD,Clean,Automatic,Gasoline,18.0,,2,3,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2
255,2017 Mercedes-Benz Sprinter 4x4,122000.0,"Fort Worth, Texas, United States",2017,Sprinter,95000.0,4WD,Clean,Automatic,Diesel,18.0,170.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1
256,2020 Ford Transit AWD - Fully Equipped,119000.0,"Burlington, Vermont, United States",2020,Transit,20200.0,AWD,Clean,Automatic,Gasoline,20.0,148.0,2,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2
257,PENDING SALE: Cabin On Wheels with outside Shower - New Sprinter 144,89000.0,"Lexington, Kentucky, United States",2020,Sprinter,600.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
258,2019 Mercedes Sprinter 3500XD 4x4 Extended High Roof,79900.0,"Mountain Iron, Minnesota, United States",2019,Sprinter,42000.0,4WD,Clean,Automatic,Diesel,18.0,170.0,2,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
259,Mercedes 2020 4x4 Tourig Custom,119000.0,"Denver, Colorado, United States",2020,Other,133.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,4,2,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
260,2006 Dodge Sprinter T1N Adventure Van,70000.0,"Ashland, Virginia, United States",2006,Sprinter,181532.0,2WD,Clean,Automatic,Diesel,19.571429,140.0,2,2,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
261,Transit 2018 Medium Roof with Full size bed,51000.0,"Los Angeles, California, United States",2018,Transit,71000.0,2WD,Clean,Automatic,Gasoline,18.009009,138.0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
262,"Fully-Loaded, Professionally Converted 2020 AWD Ford Transit 148"" High Roof",184900.0,"North Bonneville, Washington, United States",2020,Transit,5000.0,AWD,Clean,Automatic,Gasoline,21.0,148.0,4,4,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,2
263,SOLD - 2006 Sprinter Van Conversion Ready to live in,22000.0,"Wolfeboro, New Hampshire, United States",2006,Sprinter,208500.0,2WD,Clean,Automatic,Diesel,18.009009,158.0,2,2,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264,Chevy 1500 Express camper van,17999.0,"San Juan Capistrano, California 92675, United States",1999,Other,88000.0,2WD,Clean,Automatic,Gasoline,19.571429,,2,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
265,Mercedes Sprinter Converted Campervan,89999.0,"3768 Norwood Drive, Littleton, Colorado 80125, United States",2021,Sprinter,500.0,2WD,Clean,Automatic,Gasoline,18.009009,144.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
266,Mercedes Sprinter 4x4 Campervan,135000.0,"3768 Norwood Drive, Littleton, Colorado 80125, United States",2020,Sprinter,1700.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
267,Road ready weekend warrior,20150.0,"Canonsburg, Pennsylvania, United States",2011,Transit,156405.0,2WD,Clean,Automatic,Gasoline,25.0,,2,2,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
268,Off-Grid Camper Van | Luxury Sprinter Conversion,45000.0,"Goleta, California, United States",2006,Sprinter,152000.0,2WD,Clean,Automatic,Diesel,17.0,140.0,2,2,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
269,2020 4WD Sprinter Pop Top Weekender for family,180000.0,"Encinitas, California 92024, United States",2020,Sprinter,6000.0,4WD,Clean,Automatic,Diesel,20.0,144.0,4,4,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1
270,1970 Shasta Compact Travel Trailer,14000.0,"Colorado Springs Police Operations Center, 705 S Nevada Ave, Colorado Springs, Colorado 80903, United States",1970,Other,5000.0,Other,Missing,Other,Other,22.0,,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
271,Ford 350- Campervan Conversion,40000.0,"Tarzana, Tarzana, California 91356, United States",2010,Other,108000.0,2WD,Clean,Automatic,Gasoline,18.009009,,3,3,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
272,Mercedes Sprinter shuttle! (107k miles!,22750.0,"Sacramento, California, United States",2010,Sprinter,107000.0,2WD,Clean,Automatic,Diesel,20.0,170.0,17,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,Queen size Murphy bed Camper Van with Excellent AC !,43000.0,"Coral Cove, League City, Texas 77573, United States",2008,Sprinter,320000.0,2WD,Clean,Automatic,Diesel,25.0,170.0,3,3,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
274,"BRAND NEW 2021 144"" Sprinter Campervan | VanCraft Conversions",115575.0,"Oceanside, California, United States",2021,Sprinter,50.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,4,2,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
275,2020 Transit High Roof Colorful Minimalism,110000.0,"Denver, Colorado, United States",2020,Transit,13500.0,2WD,Clean,Automatic,Gasoline,19.571429,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,2
276,Box-van fully custom top of the line conversion,85000.0,"Annapolis, Maryland, United States",2006,Other,130000.0,AWD,Clean,Automatic,Gasoline,16.0,,3,3,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,2
277,[SOLD] 2021 Weekend Vans Sprinter Campter | Seats and Sleeps 5,86500.0,"Carlsbad, California, United States",2021,Sprinter,75.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,5,5,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
278,"PRICE REDUCED - Totally Loaded 2020 144"" 4 x 4 Professionally Converted and Ready to Go! Only 1,300 test miles",195000.0,"Salt Lake City, Utah 84106, United States",2020,Other,1306.0,4WD,Lien,Automatic,Diesel,19.571429,144.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1
279,The Wanderer!,87500.0,"Durango, Colorado, United States",2021,Promaster,1500.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
280,*price drop* Stealthy 4 seasons camper,73000.0,"Columbia, Maryland, United States",2017,Transit,97000.0,2WD,Lien,Automatic,Diesel,25.0,148.0,2,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
281,Ford Transit Weekender,56000.0,"Kirkwood, Missouri, United States",2019,Transit,42000.0,2WD,Clean,Automatic,Gasoline,18.0,,4,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
282,2021 Ram Promaster 159,73750.0,"Portland, Maine, United States",2021,Promaster,5104.0,2WD,Clean,Automatic,Gasoline,21.0,159.0,2,2,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
283,2018 MB Sprinter 170 3500XD 4X4 / Family Adventure Van / Seats 5 / Sleeps 4-5,185000.0,"San Clemente, California, United States",2018,Sprinter,10500.0,4WD,Clean,Automatic,Diesel,18.790219,170.0,5,5,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1
284,SOLD: Stealth Off-grid Promaster High-roof w/ indoor shower,65000.0,"Kokomo, Indiana, United States",2017,Promaster,61000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
285,G2 Ozark Mountain Adventure Vans,175000.0,"North Barners Avenue, Springfield, Missouri 65803, United States",2021,Sprinter,100.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,6,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1
286,Custom Luxury Sprinter Conversion,199995.0,"Vail, Colorado, United States",2020,Sprinter,3000.0,4WD,Clean,Automatic,Diesel,20.0,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
287,2020 Ford transit awd,125000.0,"Nashville, Tennessee, United States",2020,Transit,950.0,AWD,Clean,Automatic,Gasoline,19.0,159.0,2,3,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2
288,The Getaway Van,50000.0,"Middletown, Connecticut, United States",2011,Sprinter,104000.0,2WD,Clean,Automatic,Diesel,20.0,170.0,2,2,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
289,2021 Craft Autoworks Scout Adventure Van,64900.0,"Reno, Nevada, United States",2021,Promaster,100.0,2WD,Clean,Automatic,Gasoline,15.0,,2,2,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2
290,"2019 Sprinter Crew Van ""Weekender/Carpooler"" - (SOLD)",68000.0,"Dana Point, California, United States",2019,Sprinter,34223.0,2WD,Clean,Automatic,Diesel,23.0,144.0,8,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
291,Beautiful 3500 Promaster with luxury Fridge and Bathroom,89000.0,"730 N Grandview Ave, Covina, California 91723, United States",2014,Promaster,60509.0,2WD,Clean,Automatic,Gasoline,18.009009,,2,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
292,SOLD 2012 Ford E350 SOLD [Accepting Custom orders],23000.0,"Miami, Florida, United States",2012,Other,193000.0,2WD,Clean,Automatic,Gasoline,26.0,,2,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2
293,2003 FORD E-350 SHORT SKOOLIE,44500.0,"Jacksonville, Florida, United States",2003,Other,113000.0,2WD,Clean,Automatic,Diesel,18.009009,,2,4,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1
294,New Promaster Conversion,110000.0,"Cape Girardeau, Missouri, United States",2021,Promaster,400.0,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2
295,Spectacular VW Camper Van,30000.0,"Toronto, Ontario, Canada",1995,Other,129000.0,2WD,Clean,Automatic,Gasoline,26.0,,4,3,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2
296,"2015 Dodge 2500 eco-diesel Hi-top 81,000 miles",52000.0,"1720 Southeast Main Street, Portland, Oregon 97214, United States",2015,Promaster,81500.0,2WD,Clean,Automatic,Diesel,18.009009,159.0,2,2,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
297,Home Away From Home. Ford Transit F250 Extended with new audio system and more!,93900.0,"Bowling Green, Ohio, United States",2016,Transit,71000.0,2WD,Clean,Automatic,Gasoline,19.571429,144.0,2,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
299,LUXURY ALPINE ADVENTURE AWAITS - 2020 Conversion,72000.0,"Denver, Colorado, United States",2014,Promaster,94000.0,2WD,Lien,Automatic,Diesel,17.0,159.0,2,3,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
300,"Modern, stylish off-the-grid van for sale",109000.0,"Moorpark, California, United States",2019,Promaster,32000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,2
301,2021 Arbitrator by The RV Firm,92250.0,"Marionville, Missouri, United States",2021,Promaster,3500.0,2WD,Clean,Automatic,Gasoline,19.0,159.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,2
302,2006 Freightliner Sprinter 140WB Off Grid Camper LOW MILES,55000.0,"Salt Lake City, Utah, United States",2006,Sprinter,47426.0,2WD,Clean,Automatic,Diesel,18.009009,140.0,2,2,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
303,2015 Ford Transit 350! Accepting best Offer,51000.0,"Las Vegas, Nevada, United States",2015,Transit,130000.0,2WD,Clean,Automatic,Gasoline,18.009009,144.0,2,3,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
304,2012 Mercedes-Benz Sprinter 2500,68000.0,"Pacific Beach, San Diego, California 92109, United States",2012,Sprinter,173000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,2,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
305,Custom High Roof Camper Van,65000.0,"Pacific Beach, San Diego, California 92109, United States",2007,Other,32000.0,2WD,Clean,Automatic,Gasoline,18.009009,17.0,2,2,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
306,"Beautifully equipped, hard to find, Ford Transit 4x4, PRICE DROP!",95000.0,"Florida, United States",2017,Transit,61100.0,4WD,Clean,Automatic,Gasoline,18.009009,,2,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,2
307,2019 Mercedes Sprinter Adventure Van 4x4 High Roof 170” Extended 2500,149984.0,"Connecticut, United States",2019,Sprinter,27000.0,4WD,Clean,Automatic,Diesel,18.009009,170.0,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
