,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Portable),Generator,Grey / Black Water Tanks,Heater / Furnace,Inverter,Refrigerator,Roof Fan,Roof Rack,Shower (Outdoor),Sink,Solar,Toilet,USB port,Water Heater,Water Pump,Fresh Water Tank (Built-in),Shower (Indoor),Stove,Towing Package,Heated seats,Offroad Lights,Awning,Cooler,Offroad Tires,Security System,Suspension Mods,Tow Winch,Oven,Propane,Skylight,Bike Rack,Child Seat,Microwave,TV,Shower,Fuel (Code),Sprinter,Promaster,Transit,Other,Manufacturing Year Binned,Age,Wheelbase Binned,Size,West,Midwest,South,Northeast,Fuel Dummy,Plumbing Score,Gadget Score,Creature Comfort Score
289,2021 Craft Autoworks Scout Adventure Van,64900.0,West,2021,Promaster,100.0,2WD,Clean,Automatic,Gasoline,15.0,159.0,2,2,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0,Brand New,4,Mid Size,2,1,0,0,0,0,0,7,2
290,"2019 Sprinter Crew Van ""Weekender/Carpooler"" - (SOLD)",68000.0,West,2019,Sprinter,34223.0,2WD,Clean,Automatic,Diesel,23.0,144.0,8,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,6,6,5
291,Beautiful 3500 Promaster with luxury Fridge and Bathroom,89000.0,West,2014,Promaster,60509.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Midlife,2,Mid Size,2,1,0,0,0,0,6,8,8
292,SOLD 2012 Ford E350 SOLD [Accepting Custom orders],23000.0,South,2012,Other,193000.0,2WD,Clean,Automatic,Gasoline,26.0,131.0,2,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,Midlife,2,Small,1,0,0,1,0,0,7,7,7
293,2003 FORD E-350 SHORT SKOOLIE,44500.0,South,2003,Other,113000.0,2WD,Clean,Automatic,Diesel,18.009009,131.0,2,4,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,Midlife,2,Small,1,0,0,1,0,1,8,9,9
294,New Promaster Conversion,110000.0,Midwest,2021,Promaster,400.0,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,Brand New,4,Mid Size,2,0,1,0,0,0,4,5,7
295,Spectacular VW Camper Van,30000.0,International,1995,Other,129000.0,2WD,Clean,Automatic,Gasoline,26.0,131.0,4,3,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0,0,0,1,Old,1,Small,1,0,0,0,0,0,0,9,4
296,"2015 Dodge 2500 eco-diesel Hi-top 81,000 miles",52000.0,West,2015,Promaster,81500.0,2WD,Clean,Automatic,Diesel,18.009009,159.0,2,2,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Midlife,2,Mid Size,2,1,0,0,0,1,6,8,4
297,Home Away From Home. Ford Transit F250 Extended with new audio system and more!,93900.0,Midwest,2016,Transit,71000.0,2WD,Clean,Automatic,Gasoline,19.571429,144.0,2,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,Newer,3,Small,1,0,1,0,0,0,5,9,5
299,LUXURY ALPINE ADVENTURE AWAITS - 2020 Conversion,72000.0,West,2014,Promaster,94000.0,2WD,Lien,Automatic,Diesel,17.0,159.0,2,3,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Midlife,2,Mid Size,2,1,0,0,0,1,8,12,8
300,"Modern, stylish off-the-grid van for sale",109000.0,West,2019,Promaster,32000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,7,6,6
301,2021 Arbitrator by The RV Firm,92250.0,Midwest,2021,Promaster,3500.0,2WD,Clean,Automatic,Gasoline,19.0,159.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,Brand New,4,Mid Size,2,0,1,0,0,0,7,8,5
302,2006 Freightliner Sprinter 140WB Off Grid Camper LOW MILES,55000.0,West,2006,Sprinter,47426.0,2WD,Clean,Automatic,Diesel,18.009009,140.0,2,2,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,Midlife,2,Small,1,1,0,0,0,1,5,7,7
303,2015 Ford Transit 350! Accepting best Offer,51000.0,West,2015,Transit,130000.0,2WD,Clean,Automatic,Gasoline,18.009009,144.0,2,3,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,Midlife,2,Small,1,1,0,0,0,0,4,5,5
304,2012 Mercedes-Benz Sprinter 2500,68000.0,West,2012,Sprinter,173000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,2,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Big,3,1,0,0,0,1,6,10,9
305,Custom High Roof Camper Van,65000.0,West,2007,Other,32000.0,2WD,Clean,Automatic,Gasoline,18.009009,17.0,2,2,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,Midlife,2,Small,1,1,0,0,0,0,8,10,9
306,"Beautifully equipped, hard to find, Ford Transit 4x4, PRICE DROP!",95000.0,South,2017,Transit,61100.0,4WD,Clean,Automatic,Gasoline,18.009009,148.0,2,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,Newer,3,Small,1,0,0,1,0,0,5,7,5
307,2019 Mercedes Sprinter Adventure Van 4x4 High Roof 170” Extended 2500,149984.0,Northeast,2019,Sprinter,27000.0,4WD,Clean,Automatic,Diesel,18.009009,170.0,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Newer,3,Big,3,0,0,0,1,1,6,6,8
308,2021 AWD Ford Transit Camper Van,145000.0,West,2021,Transit,1300.0,AWD,Clean,Automatic,Gasoline,14.0,148.0,4,6,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,Brand New,4,Small,1,1,0,0,0,0,5,6,6
309,*Lowered Price* Beautiful Custom 2007 Dodge Sprinter 2500 (with HOT water and heater)!!,67500.0,West,2007,Sprinter,184840.0,2WD,Salvage,Automatic,Diesel,17.0,170.0,2,2,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,Midlife,2,Big,3,1,0,0,0,1,7,11,8
310,Sprinter 170 Camper (2WD),89000.0,West,2020,Sprinter,16200.0,2WD,Clean,Automatic,Gasoline,19.571429,170.0,5,5,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,Newer,3,Big,3,1,0,0,0,0,8,16,5
311,Fully Converted 2020 Dodge RAM Promaster,119000.0,West,2020,Promaster,11700.0,2WD,Clean,Automatic,Gasoline,18.0,158.0,2,2,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,5,6,6
312,THE NOMADIK by Drifter Vans,79500.0,Midwest,2021,Sprinter,2831.686567164179,Other,Clean,Other,Other,18.0,144.0,2,2,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,3,1,0,0,0,Brand New,4,Small,1,0,1,0,0,1,7,9,5
313,"Sale Pending, Beautiful 2019 Ram Promaster Camper van",79500.0,Northeast,2019,Promaster,37450.0,2WD,Clean,Automatic,Gasoline,26.0,159.0,2,2,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Mid Size,2,0,0,0,1,0,6,8,6
314,2020 Promaster New Build,110000.0,South,2020,Promaster,300.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,1,0,0,7,9,5
315,SOLD! 2014 136' WB Ram Promaster Conversion (Studio on wheels!),52000.0,West,2014,Promaster,91000.0,2WD,Clean,Automatic,Gasoline,18.009009,136.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,Midlife,2,Small,1,1,0,0,0,0,7,7,6
316,2019 Promaster Extended New Build,95000.0,South,2019,Promaster,14000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,1,0,0,8,8,10
317,2013 Sprinter New Build,79500.0,South,2014,Sprinter,114000.0,2WD,Clean,Automatic,Diesel,12.0,144.0,2,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Midlife,2,Small,1,0,0,1,0,1,7,10,5
318,Completely self-contained tiny home on wheels: ULTIMATE 4 season digital nomad campervan,98000.0,West,2020,Promaster,17500.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,4,6,2
319,Ford Transit Adventure Van (SOLD! Contact us today for a custom build),103000.0,West,2017,Transit,46950.0,2WD,Lien,Automatic,Diesel,17.0,148.0,2,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,Newer,3,Small,1,1,0,0,0,1,8,10,7
320,"Builders personal van, ready for new adventures!",65000.0,South,2016,Promaster,78000.0,2WD,Clean,Automatic,Gasoline,20.0,159.0,5,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,1,0,0,5,7,3
321,Depend on Dharma,119900.0,Midwest,2020,Sprinter,6200.0,2WD,Clean,Automatic,Diesel,15.0,170.0,8,4,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Newer,3,Big,3,0,1,0,0,1,6,8,5
322,Fully custom 2020 Ram Promaster 136”,73000.0,Northeast,2020,Promaster,13000.0,2WD,Clean,Automatic,Gasoline,19.571429,136.0,2,2,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Small,1,0,0,0,1,0,7,10,8
323,Pepper the Laid back Camper,57900.0,West,2018,Promaster,52998.0,2WD,Clean,Automatic,Gasoline,18.009009,136.0,2,3,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Small,1,1,0,0,0,0,6,7,3
324,Off Grid Adventures Await,57500.0,Midwest,2014,Other,80000.0,2WD,Clean,Automatic,Gasoline,19.571429,131.0,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,Midlife,2,Small,1,0,1,0,0,0,0,2,4
325,Beautiful 2 Seat 2015 Ford Transit 250 (The Frogger Build),33500.0,West,2015,Transit,92000.0,2WD,Clean,Automatic,Gasoline,18.009009,140.0,2,2,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,Midlife,2,Small,1,1,0,0,0,0,7,6,6
326,Rugged and Reliable 2009 4x4 Tacoma with Canopy Setup.,17500.0,South,2009,Other,192000.0,4WD,Clean,Automatic,Gasoline,18.009009,131.0,5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Midlife,2,Small,1,0,0,1,0,0,7,10,7
327,2019 Ford transit (converted for family van life!) LOW MILES,72000.0,South,2019,Transit,26900.0,2WD,Lien,Automatic,Gasoline,18.009009,148.0,4,3,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,Newer,3,Small,1,0,0,1,0,0,6,11,6
328,"Mercedes Sprinter 3500XD Dually 170"" 4X4",225000.0,West,2019,Sprinter,750.0,4WD,Lien,Automatic,Diesel,16.0,170.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,Newer,3,Big,3,1,0,0,0,1,7,8,6
329,"2021 Ram ProMaster 159""",119000.0,South,2021,Promaster,500.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Brand New,4,Mid Size,2,0,0,1,0,0,4,5,6
330,2019 Sprinter 4x4 170 ext,213000.0,Midwest,2019,Sprinter,9750.0,4WD,Lien,Automatic,Diesel,19.571429,144.0,4,4,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,Newer,3,Small,1,0,1,0,0,1,5,6,3
331,Boho style 159” WB Promaster 2020,94988.0,West,2020,Promaster,7468.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,0,7,2
332,2017 MB Sprinter 2wd,80000.0,West,2017,Sprinter,18880.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,2,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Big,3,1,0,0,0,1,0,5,1
333,2003 Eurovan Weekender For Sale,32000.0,West,2003,Other,155000.0,2WD,Clean,Other,Gasoline,20.0,131.0,7,4,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Midlife,2,Small,1,1,0,0,0,0,7,7,5
334,Adventure Ready 4WD Toyota Highlander LIMITED,18000.0,Northeast,2005,Other,174140.0,4WD,Clean,Automatic,Gasoline,18.0,131.0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Midlife,2,Small,1,0,0,0,1,0,6,4,5
335,SOLD! Custom built Sprinter 170ext. All amenities! No expense spared!,110000.0,West,2020,Sprinter,8800.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,3,3,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,Newer,3,Big,3,1,0,0,0,1,3,6,3
336,Off Grid 3500 Promaster,82000.0,West,2019,Promaster,19025.0,2WD,Clean,Automatic,Gasoline,17.0,159.0,2,3,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,3,6,3
337,2014 Ford E-250 Low Roof Camper Van,32500.0,South,2014,Other,135000.0,2WD,Clean,Automatic,Gasoline,18.009009,131.0,2,2,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Midlife,2,Small,1,0,0,1,0,0,7,11,6
338,"Beautifully Handcrafted, Professionally built RAM Promaster 159""",67500.0,South,2017,Promaster,73000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Mid Size,2,0,0,1,0,0,5,6,4
339,"Turn-key, off-grid, Camper Van",68700.0,Northeast,2018,Transit,99500.0,2WD,Lien,Automatic,Gasoline,19.571429,148.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,Newer,3,Small,1,0,0,0,1,0,6,5,8
340,"2020 Ford Transit | Floating Shelves, Quartz Countertop & Modern Cabinets",99000.0,West,2020,Transit,17277.0,AWD,Clean,Automatic,Gasoline,18.009009,148.0,2,2,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,Newer,3,Small,1,1,0,0,0,0,7,7,8
341,"""Vanica Patrick"" - a Campervan made for the open road. . SOLD!!!!",70000.0,South,2018,Promaster,32000.0,2WD,Clean,Automatic,Gasoline,20.0,159.0,2,2,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,1,0,0,0,0,0
342,The Mahogany Travel Van // The Highest Quality Van Ever Built // Watch the Video,188000.0,South,2019,Promaster,650.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,1,0,0,6,13,7
343,2020 Mercedes Sprinter 4x4!!! Sold!!!,95000.0,West,2020,Sprinter,8400.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,6,9,8
344,"2021 Ram Promaster 2500 136"" - SOLD!! Contact us for a custom build!",89000.0,West,2021,Promaster,5500.0,2WD,Clean,Automatic,Gasoline,19.0,136.0,2,2,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,2,0,1,0,0,Brand New,4,Small,1,1,0,0,0,0,4,6,5
345,2015 Bohemian Dream,60000.0,Northeast,2015,Transit,75000.0,2WD,Clean,Automatic,Gasoline,19.571429,148.0,4,3,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,Midlife,2,Small,1,0,0,0,1,0,6,11,5
346,2015 4x4 Sprinter Camper,82500.0,International,2015,Sprinter,85000.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Small,1,0,0,0,0,1,6,12,7
347,Connie The Humble Nomad,45000.0,South,2018,Other,156768.0,2WD,Clean,Automatic,Gasoline,19.571429,146.0,2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,Newer,3,Small,1,0,0,1,0,0,6,8,9
348,NEW PRICE 2020 144 4x4 Sprinter 19K miles,105000.0,West,2020,Sprinter,19000.0,4WD,Clean,Automatic,Diesel,18.0,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,1,12,3
349,2021 Ram Promaster fully converted,83500.0,West,2021,Promaster,3000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,4,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,Brand New,4,Mid Size,2,1,0,0,0,0,8,7,5
350,"2016 Sprinter 4x4 144WB Highroof, 2021 Build - Low Miles Adventure Vehicle",105000.0,West,2016,Sprinter,38991.0,4WD,Clean,Automatic,Diesel,17.0,144.0,5,5,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,7,7,6
351,2021 Promaster 3500 extended Campervan,89500.0,Midwest,2021,Promaster,300.0,2WD,Clean,Automatic,Gasoline,12.0,159.0,2,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,Brand New,4,Mid Size,2,0,1,0,0,0,3,6,6
352,"NEW 2019 Mercedes-Benz 170 Sprinter Full conversion 1,000 miles",142750.0,West,2019,Sprinter,1000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,1,2,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,Newer,3,Big,3,1,0,0,0,1,4,9,3
353,2006 Chevy Express 2500,16000.0,International,2006,Other,126000.0,2WD,Clean,Automatic,Gasoline,20.0,131.0,2,2,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,Midlife,2,Small,1,0,0,0,0,0,7,8,5
354,"SOLD! Open Floor Plan, Ready for Adventure!",75000.0,West,2018,Promaster,20800.0,2WD,Clean,Automatic,Gasoline,17.0,159.0,2,2,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,3,7,1
355,Price REDUCED to Sell! AWD 2020 High-Roof Ford Transit- SLEEPS 4!,119000.0,West,2020,Transit,16000.0,AWD,Clean,Automatic,Gasoline,19.571429,148.0,2,4,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,Newer,3,Small,1,1,0,0,0,0,7,5,3
356,"2017 Ram Promaster 2500 159"" Wheelbase High Roof",51000.0,West,2017,Promaster,62000.0,2WD,Clean,Automatic,Gasoline,19.0,159.0,2,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,1,7,6
